,name,categories,address,city,postal_code,province,country,latitude,longitude,websites
2876,Domino's Pizza,Fast Food Restaurants,2400 Cable Ct,Lima,45805,OH,US,40.7304,-84.144,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
2877,Domino's Pizza,Fast Food Restaurants,3554 Broadway,Grove City,43123,OH,US,39.8917,-83.0853,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
2878,Domino's Pizza,Fast Food Restaurants,605 Mount Orab Pike,Georgetown,45121,OH,US,38.871845,-83.903465,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
2879,Domino's Pizza,Fast Food Restaurants,1450 Kuntz Rd,Dayton,45404,OH,US,39.7887,-84.1724,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,http://www.dominos.com"
2880,Domino's Pizza,Fast Food Restaurants,4399 W 3rd St,Dayton,45417,OH,US,39.7485,-84.259,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,http://www.dominos.com"
2881,Domino's Pizza,Fast Food Restaurants,2845 W Broad St,Columbus,43204,OH,US,39.9548,-83.0761,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
2882,Domino's Pizza,Fast Food Restaurants,604 S 2nd St,Coshocton,43812,OH,US,40.26751,-81.869194,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
2883,Domino's Pizza,Fast Food Restaurants,1672 S Congress Ave,Lake Worth,33461,FL,US,26.6372,-80.0882,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,http://www.dominos.com"
2884,Domino's Pizza,Fast Food Restaurants,82041 103rd St,Jacksonville,32210,FL,US,30.2478,-81.786,http://www.dominos.com
2885,Domino's Pizza,Fast Food Restaurants,8029 Ramona Blvd W,Jacksonville,32221,FL,US,30.3137,-81.7822,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps#/menu/category/all,http://dominos.com"
2886,Domino's Pizza,Fast Food Restaurants,57375739 Hollywood Blvd,Hollywood,33021,FL,US,26.0103,-80.2023,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps#/menu/category/all"
2887,Domino's Pizza,Fast Food Restaurants,213 E Highland Blvd,Inverness,34452,FL,US,28.8324,-82.3286,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
2888,Domino's Pizza,Fast Food Restaurants,394 S Highway 29,Cantonment,32533,FL,US,30.609264,-87.31898,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps#/menu/category/all"
2889,Pizza Hut,Fast Food Restaurants,6159 Us Highway 6,Portage,46368,IN,US,41.550026,-87.17635,"https://www.pizzahut.com,http://www.pizzahut.com"
2890,Pizza Hut,Fast Food Restaurants,324 Lincolnway W,Mishawaka,46544,IN,US,41.663166,-86.073811,"http://www.pizzahut.com,https://order.pizzahut.com/home"
2891,Pizza Hut,Fast Food Restaurants,419 W Plymouth St,Bremen,46506,IN,US,41.446488,-86.150217,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJL3FcLJykLzkEW90iTKxoxqbXIwp7D9n9aFcOMe0zRM6uK0c5Zpz2-ZdYS9kLrt5C9wP65gBXGhOnGjBYN9cbEo-4ziTmLSupfTRUav-WmQNGv0vDo2mpmQ3RwNjres6HfLN3WpAjy7Fou39f51_b40KvLth4fsamiVGdzNNCAcvNb-V8aF6bha8wQ3suiuTCHWydT7F-yKnh-0i70v6-I-NyJIzrIHSgYcZbcRfcYqB23Cb25EDNyTg7P53qVBrGVn1smsv0S6BnrkccMcNxbsUMDkf-wwjuzSI2UzjNkNa6YuPdQI-TZC-muByDlR_sMi9VCnn47HIkqrYKojgD1eE6hQYR6rIT&placement=listing_profile&cs_user=unknown&cs_session=f84c1b1d329e22f7a335825e7833fd78045ccc39
2892,Pizza Hut,Fast Food Restaurants,1112 S Huntington St,Syracuse,46567,IN,US,41.409939,-85.746008,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJp_cgR7Jhp3wubJWygNaqlmnWDofBqi0Sz5VbREFCHVgDKgZFbPUb_AffE6e3so5mMpMdwe7av9SjDIACuttOyBT8AspG_K7IBa2lw4Keeo6ChTqEhPBhKYCnTnepdCk090i2ArFtTc2PS2jwCJP-VUQc0Jf_uVptEkv7uL9NF_3tn5TOugQ_zyO7pgg4dHchvzDBCkyP5pnD9UVnY_UvwAH90vqD9Df9SbUc-k8edjJ8XQYlRhMUy6rLll70pRjXvbQqkmmvP_kCQ4HDUuBjM7MZgbbLTmEHhWUJV9psks1fWEREDlA8zKocPlDENFSnxzAuTg2fIj5WaWezqCwpQlLTgrFXgJ-M&placement=listing_profile&cs_user=unknown&cs_session=9d0ea40a0d835d7ac76df39c849a14d8e132ea86
2893,Domino's Pizza,Fast Food Restaurants,427 Edwardsville Rd,Troy,62294,IL,US,38.7323,-89.8922,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
2894,Domino's Pizza,Fast Food Restaurants,3310 Godfrey Rd,Godfrey,62035,IL,US,38.9299,-90.1915,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,http://dominos.com"
2895,Domino's Pizza,Fast Food Restaurants,4000 W Main St,Belleville,62226,IL,US,38.5368,-90.0194,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
2896,Domino's Pizza,Fast Food,3103 N Clark St,Chicago,60657,IL,US,41.938,-87.6489,"http://www.dominos.com,https://www.dominos.com/en/?redirect=homepage,http://www.dominos.com/,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
2897,Domino's Pizza,Fast Food Restaurants,1735 E Maple St,Kankakee,60901,IL,US,41.1151,-87.8436,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
2898,Domino's Pizza,Fast Food Restaurants,2455 W Fullerton Ave,Chicago,60647,IL,US,41.9248,-87.6895,"http://www.dominos.com,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,http://www.dominos.com/"
2899,Pizza Hut,Fast Food Restaurants,1675 N Perris Blvd,Perris,92571,CA,US,33.802497,-117.226029,"http://www.pizzahut.com,http://pizzahut.com/locations/california/perris/029203"
2900,Pizza Hut,Fast Food,3601 Jamboree Rd,Newport Beach,92660,CA,US,33.656941,-117.864742,http://www.pizzahut.com/
2901,Pizza Hut,Fast Food Restaurants,25098 Marguerite Pkwy,Mission Viejo,92692,CA,US,33.598386,-117.656518,http://www.pizzahut.com
2902,Pizza Hut,Fast Food,261 E 17th St,Costa Mesa,92627,CA,US,33.633964,-117.916642,"http://www.pizzahut.com,http://www.pizzahut.com/"
2903,Pizza Hut,Fast Food Restaurants,17342 Beach Blvd,Huntington Beach,92647,CA,US,33.710428,-117.988485,"http://www.pizzahut.com,http://www.pizzahut.com/"
2904,Pizza Hut,Fast Food,521 W Chapman Ave,Anaheim,92802,CA,US,33.788917,-117.913451,"http://www.pizzahut.com,http://www.pizzahut.com/"
2905,Pizza Hut,Fast Food,396 W Chapman Ave,Orange,92866,CA,US,33.787635,-117.856095,"http://www.pizzahut.com/,http://pizzahut.com/locations/california/orange/024521"
2906,Pizza Hut,Fast Food,6471 Ball Rd,Cypress,90630,CA,US,33.817563,-118.019962,"http://www.pizzahut.com,http://www.pizzahut.com/"
2907,Subway,Fast Food,1751 N 1st St,San Jose,95112,CA,US,37.369631,-121.915647,"http://www.subway.com,http://subway.com/"
2908,Subway,Fast Food Restaurants,12812 Rancho Penasquitos Blvd,San Diego,92129,CA,US,32.951205,-117.107693,"http://www.subway.com,http://subway.com/,http://subway.com"
2909,McDonald's,Fast Food,1734 Highway 17 N,Myrtle Beach,29575,SC,US,33.626315,-78.966956,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com/"
2910,McDonald's,Fast Food,4815 Highway 17 S,North Myrtle Beach,29582,SC,US,33.797642,-78.742227,"http://mcdonalds.com/,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2911,McDonald's,Fast Food Restaurants,308 W Wade Hampton Blvd,Greer,29650,SC,US,34.948917,-82.234116,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2912,McDonald's,Fast Food Restaurants,2244 Chesnee Hwy,Spartanburg,29303,SC,US,35.022674,-81.894908,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqA-riWq2gjpvtr39sIm08Q7_0M8hWUJqyDSDw0kf1jZU6gUB5PKtHIp6aoAZciCDENCsL0YJPXNxh1XZRFYJmbn5QdBKyJ5p9h3Prt55gaa9z9pgPvS3E3Pa2_GyNPtwdDFOXq8mhwKk3bQRLjEpseXe0j2jt_qZQLBMcfALsRJaI-s8To6On_IQlg3AkcWOQ3VCRdK93tfFuCbKIp5AESgenNk8SB2WhSCjaDP8jFTs-7deDLk7NhOTCUdnlNcHOE9eotDAOGaRO3YLvibH_D71LfaAREcnMfR-5dtJ1YE644rvsm44ynlqUxwoB8JJyKe3qF45RxYiKEk_B8HHNNJ35bKi7aDj&placement=listing_profile&cs_user=unknown&cs_session=18aab164f6418c54a2c1b1e8b680a97624f2b63c,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2913,McDonald's,Fast Food Restaurants,199 Cedar Springs Rd,Spartanburg,29302,SC,US,34.921095,-81.886344,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2914,McDonald's,Fast Food Restaurants,6005 W Jim Bilton Blvd,Saint George,29477,SC,US,33.194955,-80.601662,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
2915,McDonald's,Fast Food,1831 Georgia Ave,North Augusta,29841,SC,US,33.521008,-81.955464,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
2916,McDonald's,Fast Food Restaurant,8586 Rivers Ave,Charleston,29406,SC,US,32.963466,-80.043024,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2917,McDonald's,Fast Food,3675 Saint Matthews Rd,Orangeburg,29118,SC,US,33.555368,-80.825857,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJzTUrCo0nFsIZ0qLJTzkdUTL9_upwy3Cg6iu9Q1Sn12DsqrjSuk1iHfdE3kpRXncq-BZ3YMor_yBk7yN_sL1MwDcjbV2XTqvfkEbs4q2wHjsxpznHkdnvClssTibrYSa9QPTGELd0JckaaAUq8qBWNLyuxMO1Nvl3V4-6xjiz2PYNKhA20lHxNjDGrdefeBMQ1LXHCsRwBbXfP0mA2nWv3Klyee2qj7irmvM6KuBi5ilHWQPdEtoCmzSuiKXrPxEoeD0LB6f69SxMoM0QXZVfWnZ3rxTyhzdmzHtiUzk4sIyoXLrMrphZCmgP_XoDrZ0LttB0Pc5pNaUmv5d9Int0DZX9m9K7zCtd&placement=listing_profile&cs_user=unknown&cs_session=8bbb2f2c61e3e577af136898a2066573210c08d9"
2918,McDonald's,Fast Food Restaurant,250 Columbia Ave,Lexington,29072,SC,US,33.986973,-81.243579,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2919,McDonald's,Fast Food Restaurant,4364 Augusta Rd,Lexington,29073,SC,US,33.97353,-81.154931,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2920,McDonald's,Fast Food Restaurants,906 Highway 1 S,Lugoff,29078,SC,US,34.22599,-80.679112,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2921,McDonald's,Fast Food,367 S Georgetown Hwy,Johnsonville,29555,SC,US,33.809554,-79.442454,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJo0jZb2sbOkCpyamo8ersHExHQB0kPfjTYFofv7V92qE0kFtQMd6vVremubzLVxxQEXkfyx5hlNRSLCrRLgu6Y4KlT7l30GJTE-4UGDpEZXavhx7H-gYwV-VW222Sc-ohrXQUOkea5yrU9Ot5pAW0SuWkgVfcLDKTihY7jCl2UGXyUQLiQ1afl8HVhs114d39gEJsTJArcvJjZCpufsct5RiKmGCqKzeDMT-JQyUuA3LZsDkFt029v5RnRdA95ZXzWDig9GU70FiWgWkoaofKuZJNUTU9sbQO-rImsjjwYuM1IkdcZ0JP3fC6rdW_UvO7c5tY6jFq8zqu_0rkOrvxojAS0N3Gu4FL&placement=listing_profile&cs_user=unknown&cs_session=7173a841c6a50d2c6f1aaa3ca2cbd50584ac994b"
2922,McDonald's,"Fast Food Restaurant, Gas Station, and Burger Joint",103 Hammett Bridge Rd,Greer,29650,SC,US,34.915383,-82.237359,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2923,Checkers,Fast Food Restaurants,225 1st Ave,New York,10003,NY,US,40.731006,-73.983114,"http://locations.checkers.com/ny/new-york/225-1st-ave.,https://locations.checkers.com/ny/new-york/225-1st-ave.,http://www.checkers.com/,https://www.checkers.com"
2924,Krystal,"Fast Food Restaurant, Burger Joint, and Restaurant",10136 Hawkinsville Rd,Warner Robins,31093,GA,US,32.659703,-83.618014,"http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/georgia/warner-robins-hawkinsville-road/"
2925,SONIC Drive In,Fast Food Restaurant,124 John R Rd,Troy,48083,MI,US,42.535175,-83.106141,"https://locations.sonicdrivein.com/mi/troy/124-john-r--road.html,http://sonicdrivein.com"
2926,Burger King,Hamburgers / Fast Food / Burgers,1700 S Pleasant Valley Rd,Austin,78741,TX,US,30.236888,-97.721834,http://burgerking.com/
2927,Burger King,Fast Food Restaurant,21006 Timberlake Rd,Lynchburg,24502,VA,US,37.304998,-79.285456,"http://www.bk.com,http://bk.com"
2928,Burger King,Fast Food Restaurant,1141 15th Ave,Union Grove,53182,WI,US,42.681046,-88.053882,"http://www.bk.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4N0TtxmmV_huKtSvYns06M8vgxLKCohMEUAFZUe6PptwH66AEBbdigGilNsiHdYsVOth0P4vsTw5X219r7B0XlG0_HmFlFJY21LLYuvqKPEp2KxkeJTfaTAyy14WG6hwr1jwQ0R8qxLjZIRZLt7oDBzvb-GQyyGlD0bRVlGpMCTPDtUXHxcnaxGrJWsb8mmBilcp7sKn9EbNCmCoHvvsTPvLUr4TAvQ8GeqRqzeQqa8NGrkTpyz_YKQKlG9WkMLpWsXQfuIP8qlEDlh1lGVBmrlFaR7KMoYC_ze_xmzILr8RUIuP4Knd8H778eKy4AVv-FdPMsyDqOJh6dFYgx5DnHseXm7LB-1EA&placement=listing_profile.c&cs_user=unknown&cs_session=e580271ac127ecb955d137e89c576a4508e6a539"
2929,Burger King,Fast Food Restaurant,611 N Frontage Rd,Wisconsin Dells,53965,WI,US,43.62319,-89.79383,"http://www.bk.com,https://locations.bk.com/wi/wisconsin-dells/611-north-frontage-rd.html,https://www.bk.com,http://bk.com"
2930,Burger King,Fast Food Restaurant,5320 James Madison Pkwy,King George,22485,VA,US,38.340674,-77.073788,"https://locations.bk.com/va/king-george/5320-james-madison-parkway.html,http://bk.com"
2931,Burger King,Fast Food Restaurants,111 N Pioneer Park Rd,Westfield,53964,WI,US,43.888614,-89.485022,"https://locations.bk.com/wi/westfield/111-north-pioneer-park-rd.html,https://www.bk.com,http://bk.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJczcRYGsO7BQjsEDjdlUTJ3CxVQB3K143siUpz0D4QH5vpBJLYIyA6joIsr22MU1o86SGFbDF-UDXmb6Qba4ltUGNUifEe2p0jFcAD3wJrHdeFgk_KOTVyUr7o53qCEb_ntquOeqcLd7dCjW85_6oVHipCh2gbynlYIemh9dfPpXPoqfIQoY2U_qa3Ctkw-hmCf6t5DAzgzfuZ8w-gZm6CsiaiX2tpINNglzjQ-RDm83gwqXWdHr8XWORXTnCr7i3qntnB8Mk5tcVfUTZMwJotk18ij9q2YdDnNetpes8GwZRb9VHNRq4cZxsYe8ABbXA9JzwbEzS3EvrWKKy35fTkA&placement=listing_profile&cs_user=unknown&cs_session=d17903d08fc4217155efcb31cab404aa9dd45a29,http://www.bk.com"
2932,Burger King,Fast Food Restaurant,510 W Main St,Waunakee,53597,WI,US,43.192028,-89.461891,"http://www.bk.com,http://www.bk.com/?utm_source=locationiq&utm_medium=locallstgs&utm_campaign=2013"
2933,Burger King,Fast Food Restaurants,343 E Highland Dr,Oconto Falls,54154,WI,US,44.882759,-88.144544,"http://www.bk.com,http://bk.com"
2934,Burger King,Fast Food Restaurants,333 Lincoln St,Rhinelander,54501,WI,US,45.633351,-89.408019,"http://www.bk.com,https://locations.bk.com/wi/rhinelander/333-lincoln-st.html"
2935,Burger King,Fast Food Restaurant,740 E Saint Mary St,Milton,53563,WI,US,42.76909,-88.937686,http://bk.com
2936,Burger King,Fast Food Restaurants,2000 E Main St,Reedsburg,53959,WI,US,43.532467,-89.981502,"http://www.bk.com,http://bk.com"
2937,Burger King,Fast Food Restaurant and Burger Joint,984 N Shawano St,New London,54961,WI,US,44.402053,-88.743441,"http://www.bk.com,http://bk.com"
2938,Burger King,Fast Food Restaurant and Burger Joint,1520 Appleton Rd,Menasha,54952,WI,US,44.230574,-88.425395,"http://www.bk.com,https://locations.bk.com/wi/menasha/1520-appleton-rd.html"
2939,Burger King,Fast Food Restaurant and Burger Joint,2655 E Washington Ave,Madison,53704,WI,US,43.101665,-89.34748,http://www.bk.com
2940,Burger King,Fast Food Restaurant,7206 Region Ln,Knoxville,37914,TN,US,36.000345,-83.776813,"https://locations.bk.com/tn/knoxville/7206-region-lane.html,http://bk.com"
2941,Panera Bread,Fast Food,37091 6 Mile Road,Livonia,48152,MI,US,42.409455,-83.410277,http://locations.panerabread.com/mi/livonia/37091-6-mile-road.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
2942,Taco Bell,Fast Food Restaurant,1752 Michigan St,Sidney,45365,OH,US,40.287876,-84.18001,"https://locations.tacobell.com/oh/sidney/1752-michigan-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033790andutm_content=website,http://www.tacobell.com,https://locations.tacobell.com/oh/sidney/1752-michigan-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020885andutm_content=website,https://locations.tacobell.com/oh/sidney/1752-michigan-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=020885&utm_content=website,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJlEm4cn65hIiHBM7V-JDqrXtTQmxOhFpc8H5EsEAxZWwzllnhpGnu06kuhlgUIzmeaSfXm-yLsX3Y2tR6kHw2AWYDzq-6tglNl5aq0PbylGXbydwGh3jmBeBV6IuSn7_JWBu_18InkHh7g6_DNuNE4E5Vn5PnXRrbgbsi57izlX0p_VmUmaKqhMss3ahAT84fwxy4sHA6iS5McyYEq5ti6QA4AyPwpBFyR3UdhD7hsFLqLgzR5SIH2rVJrBISBrCuq2IKJL00zSBzpooJQRvDEL5ysvp_jjjSdLDJ5E7C8WuC_C71LDzC-Fs7pn1qj4XfYqIedXAyQsWoC5pUqB2mGR9NtX9ZNK0Z&placement=listing_profile&cs_user=unknown&cs_session=a389dae2f27a39f63cca8262108cec58d6ffa023"
2943,Chicken Mary's,Fast Food Restaurants,1133 E 600th Ave,Pittsburg,66762,KS,US,37.483292,-94.643567,"http://chicken-marys.com,https://m.facebook.com/pages/Chicken-Marys/117048961647259"
2944,Boston Market,American Restaurant and Fast Food Restaurant,2329 N Monroe St,Tallahassee,32303,FL,US,30.471606,-84.29063,http://www.bostonmarket.com
2945,Steak N Shake,Fast Food Restaurants,1312 Murfreesboro Rd,Franklin,37064,TN,US,35.91428,-86.826808,http://www.steaknshake.com
2946,Waffle House,Fast Food Restaurant,2101 Willis Rd,Richmond,23237,VA,US,37.401788,-77.422582,"http://www.wafflehouse.com,http://wafflehouse.com"
2947,Waffle House,Fast Food Restaurant,4520 Yadkin Rd,Fayetteville,28303,NC,US,35.079984,-78.958051,"https://locations.wafflehouse.com/nc-fayetteville-1333,http://www.wafflehouse.com"
2948,Waffle House,Fast Food Restaurant,120 Western Blvd,Tarboro,27886,NC,US,35.888626,-77.54797,"https://locations.wafflehouse.com/nc-tarboro-1736,http://www.wafflehouse.com"
2949,Taco John's,Fast Food Restaurant,2701 Dakota Ave,South Sioux City,68776,NE,US,42.464481,-96.414012,"http://locations.tacojohns.com/ne/south-sioux-city/2701-dakota-avenue.html,http://tacojohns.com"
2950,Domino's Pizza,Fast Food Restaurants,603 E Okmulgee St,Muskogee,74403,OK,US,35.7451,-95.3624,"https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps#/menu/category/all"
